"","REF_AREA","Country","INDICATOR","Indicator","SEX","Sex","AGE","Current.age","WEALTH_QUINTILE","Wealth.Quintile","RESIDENCE","Residence","MATERNAL_EDU_LVL","Mother.s.Education.Level","HEAD_OF_HOUSE","Head.of.House","UNIT_MULTIPLIER","Unit.multiplier","UNIT_MEASURE","Unit.of.measure","SOURCE_LINK","SERIES_FOOTNOTE","CUSTODIAN","INDICATOR_DEFINITION","NUMERATOR_DEFINITION","DENOMINATOR_DEFINITION","PUBLICATION_DATE","TIME_PERIOD","OBS_VALUE","DATA_SOURCE","OBS_STATUS","Observation.Status","OBS_CONF","Observation.confidentaility","LOWER_BOUND","UPPER_BOUND","STD_ERR","WGTD_SAMPL_SIZE","TIME_PERIOD_METHOD","Time.period.activity.related.to.when.the.data.are.collected","COVERAGE_TIME","FREQ_COLL","Time.interval.at.which.the.source.data.are.collected","OBS_FOOTNOTE"
"386","BTN","Bhutan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2001,13.6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",9.5501089,21.376713,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"387","BTN","Bhutan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2002,13.4,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",9.5298853,21.09824,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"388","BTN","Bhutan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2003,13.3,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",9.3560171,20.971663,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"389","BTN","Bhutan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2004,13.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",9.5420198,20.393074,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"390","BTN","Bhutan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2005,12.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",9.1270943,20.128069,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"391","BTN","Bhutan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2006,12.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",9.1564445,20.5861,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"392","BTN","Bhutan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2007,12.6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",9.2846355,20.283989,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"393","BTN","Bhutan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2008,12.5,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.9840727,20.016668,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"394","BTN","Bhutan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2009,12.3,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.7656956,19.464537,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"395","BTN","Bhutan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2010,12.2,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.535861,19.175236,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"396","BTN","Bhutan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2011,12.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.7136698,19.179602,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"397","BTN","Bhutan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2012,11.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.4827805,19.099867,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"398","BTN","Bhutan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2013,11.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.3877764,18.45623,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"399","BTN","Bhutan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2014,11.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.3673887,18.872864,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"400","BTN","Bhutan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2015,11.7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.2422009,18.510178,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"401","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2000,16.3,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.797311,20.766718,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"402","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2001,16.3,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.848093,20.845078,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"403","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2002,16.3,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",13.028176,21.252323,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"404","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2003,16.3,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",13.090108,21.424555,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"405","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2004,16.3,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.858953,21.292391,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"406","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2005,16.3,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.751752,21.25444,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"407","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2006,16.3,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.908171,21.191759,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"408","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2007,16.2,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.735041,21.116579,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"409","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2008,16.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.885693,20.910748,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"410","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2009,16.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.72569,21.119221,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"411","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2010,16,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.503807,21.278015,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"412","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2011,15.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.41062,20.432943,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"413","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2012,15.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.398618,20.978123,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"414","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2013,15.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.609734,20.509584,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"415","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2014,15.7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.593852,20.409874,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"416","BWA","Botswana","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2015,15.6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.283927,20.575584,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"417","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2000,15.4,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.947675,19.858009,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"418","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2001,15.4,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.980956,19.809338,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"419","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2002,15.4,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.933011,19.693909,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"420","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2003,15.4,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.862667,19.309994,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"421","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2004,15.3,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.823311,19.771524,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"422","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2005,15.3,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.088777,19.486443,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"423","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2006,15.3,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.868087,19.251713,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"424","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2007,15.2,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.697203,19.261587,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"425","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2008,15.2,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.855046,19.091959,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"426","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2009,15.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.505752,19.129852,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"427","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2010,15,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.826425,18.934151,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"428","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2011,14.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.905609,18.745974,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"429","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2012,14.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.528577,18.757439,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"430","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2013,14.7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.488896,18.450962,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"431","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2014,14.6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.395033,18.51944,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"432","CAF","Central African Republic","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2015,14.5,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.299891,18.134472,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"433","CAN","Canada","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2000,5.5,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.3573933,5.6374636,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"434","CAN","Canada","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2001,5.6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.5519919,5.7216973,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"435","CAN","Canada","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2002,5.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.6974101,5.8035531,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"436","CAN","Canada","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2003,5.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.7999997,5.8832669,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"437","CAN","Canada","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2004,5.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.8728642,5.9543424,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"438","CAN","Canada","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2005,6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.9276643,6.0117078,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"439","CAN","Canada","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2006,6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.9692149,6.057157,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
