country,country_id,continent_id,site_id,site_name,latitude,longitude,rural_urban,year_start,lower_age,upper_age,examined,pf_pos,pf_pr,method,title1,citation1
Ethiopia,ETH,Africa,58739,Sodo,8.7131,35.8033,RURAL,2009,7,14,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58712,Haro Choroka,8.8835,35.8197,RURAL,2009,8,15,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58710,Jogir,9.0327,36.021,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58763,Mobel Beneso,8.642,36.1707,RURAL,2009,7,16,104,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58762,Sebaka Wala,7.4853,36.4795,RURAL,2009,7,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58802,Aga Gudina,9.9551,36.5047,RURAL,2009,7,14,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58725,Hawa Yember,8.431,36.5301,RURAL,2009,8,14,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58726,Chora,8.481,36.5301,RURAL,2009,7,17,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58797,Jarreo Tolera,9.2721,36.5692,RURAL,2009,8,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58798,Baedira,8.9215,36.5827,RURAL,2009,8,16,108,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58756,Jida,7.8568,36.602,RURAL,2009,9,15,106,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58799,Horo Aleltu,9.4378,36.6266,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58801,Andode Dicho,9.6796,36.6292,RURAL,2009,6,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58744,Sentema Goro,7.7164,36.6729,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58804,Mender 21,9.5265,36.6994,RURAL,2009,7,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58757,Buture,7.7457,36.7281,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58758,Doyyo Bikila,7.6636,36.7529,RURAL,2009,8,14,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58694,Buri,9.0147,34.5418,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58722,Kobor Chandi,9.4807,34.5584,RURAL,2009,7,15,107,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58849,Biftu Oromia,9.1806,41.2514,RURAL,2009,8,16,108,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58848,Jiru Ifa,9.4228,41.2528,RURAL,2009,8,16,101,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58851,Tokuman Kane,9.0366,41.3133,RURAL,2009,6,16,98,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58845,Mumicho,9.1427,41.4976,RURAL,2009,7,17,103,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58692,Shebel Fana,8.479,34.5888,RURAL,2009,7,15,107,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58702,Dogano Adami,8.8923,35.0732,RURAL,2009,7,15,101,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58724,Shonge,9.3239,34.6097,RURAL,2009,7,15,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58800,Wama Daire,8.7646,36.7579,RURAL,2009,8,16,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58759,Bilida,7.7957,36.7957,RURAL,2009,7,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58761,Kentery,7.8636,36.7973,RURAL,2009,7,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58760,Somodo,7.7734,36.7999,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58754,Koma,8.4486,36.854,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58794,Dako,8.7554,36.8562,RURAL,2009,7,16,111,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58796,Felamo Yubdo,9.0549,36.8836,RURAL,2009,7,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58743,Korti Weserbi,7.5704,36.9107,RURAL,2009,7,16,110,4,0.036363636,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58745,Babo,7.7056,36.9335,RURAL,2009,7,14,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58795,Ago Laften,9.1567,36.9438,RURAL,2009,7,16,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58746,Kalacha,7.6245,36.9891,RURAL,2009,7,16,108,5,0.046296296,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58793,Ongobo Bekennisa,9.0856,36.9941,RURAL,2009,7,17,108,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58755,Luku Chime,8.1466,36.9957,RURAL,2009,7,15,109,2,0.018348624,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58747,Kitimbile,7.7082,37.0276,RURAL,2009,8,16,108,5,0.046296296,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58753,Rayya,8.442,37.0569,RURAL,2009,7,16,110,1,0.009090909,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58803,Sobokumi,9.9101,37.0951,RURAL,2009,8,13,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58748,Bulbul,7.7261,37.1103,RURAL,2009,8,15,110,3,0.027272727,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58752,Siba,7.7618,37.1853,RURAL,2009,8,16,110,5,0.045454545,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58751,Waktola,7.7477,37.2193,RURAL,2009,7,15,110,14,0.127272727,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58750,Nada Chala,7.6222,37.2206,RURAL,2009,7,16,110,4,0.036363636,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58766,Humuru Korke,8.8988,37.3451,RURAL,2009,8,16,105,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58765,Kakaro Jibat,8.6991,37.3466,RURAL,2009,8,16,110,1,0.009090909,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58749,Gangalata,7.8775,37.3792,RURAL,2009,6,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58685,Hatuse,5.12,37.41,RURAL,2009,5,16,112,8,0.071428571,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58805,Fincha Vally,9.7905,37.4124,RURAL,2009,8,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58768,Gombore,8.4993,37.6791,RURAL,2009,8,16,110,2,0.018181818,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58769,Leman Metahora,8.597,37.8315,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58767,Guru Baka,8.4754,37.9556,RURAL,2009,7,16,101,1,0.00990099,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58681,Soyamo Suro,5.56,38.02,RURAL,2009,7,16,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58680,Metokonya Hora,5.6,38.14,RURAL,2009,7,16,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58683,Dida Yabelo,5.07,38.25,RURAL,2009,5,16,108,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58679,Mure Turkuma,5.7117,38.263,RURAL,2009,7,17,105,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58783,Albula Geta,7.3651,38.3136,RURAL,2009,8,16,104,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58782,Danisa Bunge,7.3123,38.3987,RURAL,2009,6,15,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58786,Sondi,7.3283,38.4259,RURAL,2009,5,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58785,Keransa Kubi,7.3304,38.4823,RURAL,2009,7,16,104,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58784,Cafa Qerensa,7.2976,38.4903,RURAL,2009,9,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58787,Toga,7.1648,38.5255,RURAL,2009,7,16,108,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58781,Kersa Gera,7.3525,38.6353,RURAL,2009,7,16,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58778,Abine Germama,7.9926,38.6811,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58777,Jela Aluto,7.7633,38.6886,RURAL,2009,8,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58779,Wedesa Horgocho,8.1747,38.697,RURAL,2009,8,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58780,Doyo Leman,8.3568,38.8453,RURAL,2009,8,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58789,Beshra Chefa,7.9231,38.8844,RURAL,2009,7,15,108,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58775,Dirre,8.694,38.8953,RURAL,2009,7,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58774,Dololo Jila,8.5766,38.9027,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58776,Gongo,8.5048,38.988,RURAL,2009,7,16,111,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58772,Bati Germama,8.4592,39.179,RURAL,2009,8,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58791,Aminya Debeso,8.2064,39.2998,RURAL,2009,6,15,107,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58773,Chale Kiltu,8.5253,39.3785,RURAL,2009,8,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58788,Garadilo,7.2264,39.501,RURAL,2009,8,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58792,Ufara Agemesa,8.3486,39.5139,RURAL,2009,8,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58771,Tututi,8.8836,39.7774,RURAL,2009,8,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58790,Habe Danzega,7.8223,39.7803,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58770,Debita,8.994,39.8374,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58818,Ijara,8.3784,40.3698,RURAL,2009,6,15,43,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58816,Eltoke,8.8757,40.3708,RURAL,2009,8,15,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58819,Gudis,8.5641,40.4205,RURAL,2009,7,15,107,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58815,Oda Ananl,8.8181,40.4641,RURAL,2009,7,15,100,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58817,Melike Belo,8.82,40.53,RURAL,2009,7,15,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58812,Haro Muda,8.6852,40.6098,RURAL,2009,6,16,105,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58814,Dhera Jambo,8.7469,40.6467,RURAL,2009,7,15,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58806,Deneba Hunde Misoma,9.1998,40.6572,RURAL,2009,6,14,105,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58813,Midhagdu,8.8762,40.7848,RURAL,2009,6,16,80,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58807,Huse Mandera,9.1864,40.7868,RURAL,2009,7,15,103,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58810,Legelaftu,8.9247,40.8317,RURAL,2009,6,15,104,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58811,Homecho Dayo,8.7661,40.8815,RURAL,2009,6,15,108,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58808,Yabo Bobasa,8.7662,40.8815,RURAL,2009,6,18,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58809,Wedeyiti,9.1064,40.882,RURAL,2009,6,15,97,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58823,Tokumma Mata Lencha,9.1895,40.9838,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58824,Kencha Wadesa,9.1873,41.0049,RURAL,2009,7,16,100,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58820,Dire Negeha,9.3063,41.0365,RURAL,2009,8,16,105,1,0.00952381,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58822,Dire Bela,9.28,41.07,RURAL,2009,6,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58825,Gemechis,9.1352,41.1138,RURAL,2009,8,16,99,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58827,Lubu Dekeba,9.0751,41.1456,RURAL,2009,8,15,102,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58829,Aba Chebisi,9.03,41.15,RURAL,2009,9,16,94,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58828,Dukana Ibsa,9.034,41.1509,RURAL,2009,7,16,108,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58821,Misra Chifra,9.405,41.191,RURAL,2009,6,16,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58826,Bela Bukis,9.1511,41.205,RURAL,2009,7,15,104,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58850,Dire Kufa,8.9945,41.3146,RURAL,2009,7,16,109,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58847,Degaya Belo,8.992,41.3965,RURAL,2009,6,14,106,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58846,Nedhi 2nd,9.4602,41.4014,RURAL,2009,7,16,107,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58839,Dima Jeneta,8.8262,41.5294,RURAL,2009,8,16,103,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58835,Jido Misra,8.7281,41.5532,RURAL,2009,6,16,104,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58840,Badu,8.8865,41.5791,RURAL,2009,7,16,104,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58838,Oda Bishani,8.9874,41.622,RURAL,2009,9,15,43,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58836,Bereket,9.1368,41.6346,RURAL,2009,7,16,108,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58841,Hergeti Mojo,8.782,41.7083,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58837,Mojosede,9.1384,41.7384,RURAL,2009,8,18,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58844,Ifa Jalela,9.4243,41.7534,RURAL,2009,7,16,107,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58842,Chafe Jeneta,8.903,41.826,RURAL,2009,8,16,104,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58843,Milkawa,8.9745,41.8785,RURAL,2009,7,16,106,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58834,Ibada Gemechu,9.1429,42.2162,RURAL,2009,6,13,105,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58833,Ifa,9.2356,42.3192,RURAL,2009,6,15,94,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58830,Meyedin,9.3663,42.3604,RURAL,2009,6,16,106,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58831,Abadir,9.3166,42.38,RURAL,2009,7,16,110,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
Ethiopia,ETH,Africa,58832,Oda Sentela,9.3658,42.4915,RURAL,2009,6,15,101,0,0,Microscopy,Personal communication from R.Ashton,"Ashton, R., . (2009) personal communication."
